
id,content,stars,conversation_id,reviewer_id
96155,"Class massa pharetra porta amet penatibus congue convallis ad.",5,270646,23655
96156,"Risus purus ligula.",5,270649,23653
96157,"Dolor purus diam rhoncus justo massa purus a duis.",4,270650,23653
96158,"Risus fusce.",5,270651,23652
96159,"Etiam donec litora at morbi quis scelerisque posuere scelerisque quam.",5,270653,23650
96160,"Dolor morbi ullamcorper et montes varius.",5,270655,23649
96161,"Nulla dolor condimentum suscipit magna.",4,270660,23649
96162,"Dolor porta a blandit eu proin habitasse pede.",5,270660,12180
96163,"Class purus mollis nonummy duis urna duis fusce purus a quis vestibulum.",5,270661,23648
96164,"Nulla magna a blandit platea cum sodales.",2,270661,1133
96165,"Justo proin commodo varius ac urna class massa quisque.",1,270665,23647
96166,"Felis justo.",5,270666,23645
96167,"Velit vitae.",5,270670,23644
96168,"Lorem dolor.",2,270670,9875
96169,"Ipsum fusce massa a eget parturient nisi imperdiet luctus.",5,270672,23643
96170,"Netus massa.",2,270676,23638
96171,"Fames risus massa magnis metus imperdiet.",5,270688,23628
96172,"Fames fusce vel sed dui et magna volutpat.",5,270689,23628
96173,"Curae velit sociis velit erat eget pharetra a consectetuer.",5,270693,23624
96174,"Risus augue.",5,270695,23623
96175,"Class dolor condimentum ve.",5,270699,23620
96176,"Augue felis.",5,270700,23620
96177,"Curae purus a.",4,270700,12557
96178,"Etiam metus primis luctus viverra nullam non varius imperdiet sociis.",5,270702,23618
96179,"Vitae nulla nec.",5,270703,23618
96180,"Etiam netus tortor cubilia quisque habitasse.",1,270705,23617
96181,"Lorem vitae quisque eni.",5,270706,23615
96182,"Risus nulla suspendisse lobortis laoreet.",1,270708,23615
96183,"Proin fusce sociosqu hymenaeos sollicitudin euismod.",5,270711,23613
96184,"Proin fusce suspendisse per elit sem.",1,270718,2303
96185,"Nulla ipsum dignissim eros nam quam non suscipit.",1,270719,23607
96186,"Morbi ipsum.",5,270727,23603
96187,"Fusce augue.",5,270729,23602
96188,"Justo neque rhoncus sed in.",5,270730,23601
96189,"Curae velit lectus varius ut aliquam eros sollicitudin adipiscing cras taciti nonummy pretium.",5,270730,1763
96190,"Lacus neque maecenas curae.",5,270731,23600
96191,"Nulla risus iaculis placerat semper senectus hendrerit ad ligula metus scelerisque per.",5,270732,23599
96192,"Neque risus fusce litora ve sagittis est ut torquent.",5,270739,23592
96193,"Lorem fusce.",5,270739,7251
96194,"Magna felis magna nostra vestibulum sollicitudin feugiat sagittis velit.",2,270740,23591
96195,"Purus netus lectus risus.",5,270741,23591
96196,"Augue vitae.",5,270742,23591
96197,"Purus neque cubilia luctus.",1,270748,23588
96198,"Lacus etiam netus dis vivamus.",5,270750,23587
96199,"Etiam fames lacus.",5,270752,23587
96200,"Donec lacus morbi volutpat duis dui donec.",2,270754,23585
96201,"Felis ipsum.",1,270755,23585
96202,"Purus velit enim conubia orci et ipsum ut felis habitant urna accumsan tempus.",1,270758,23584
96203,"Morbi purus massa quam vel natoque ac taciti ad sociosqu nibh ante ultricies.",1,270760,23583
96204,"Morbi velit augue.",5,270764,3496
96205,"Dolor metus sociosqu.",5,270765,23582
96206,"Etiam proin bibendum dolor ve aptent.",5,270767,23582
96207,"Porta massa ornare netus massa nunc.",5,270771,23579
96208,"Felis fames ante.",3,270772,23579
96209,"Morbi magna.",3,270774,23578
96210,"Risus dolor platea risus adipiscing ad habitasse eu varius.",5,270776,23575
96211,"Donec nulla.",5,270777,23573
96212,"Donec morbi leo quis eni.",5,270778,23572
96213,"Etiam class ultrices vestibulum tempus per.",5,270780,23570
96214,"Proin porta odio venenatis morbi in a.",5,270782,23570
96215,"Proin etiam aliquam penatibus enim per donec quis cubilia at ad cras.",5,270782,1980
96216,"Metus risus sapien ridiculus.",5,270786,23567
96217,"Fusce justo dictumst phasellus felis id curabitur a facilisis metus fringilla condimentum habitasse.",5,270787,23567
96218,"Neque morbi enim sit ultrices dapibus vitae sem nam.",1,270788,23565
96219,"Porta augue magna purus.",5,270793,23564
96220,"Morbi metus primis ullamcorper porta nullam lacus non nunc curabitur nostra tristique ut malesuada mi tincidunt metus.",5,270795,23563
96221,"Augue nulla a arcu nulla.",5,270795,8902
96222,"Class vitae a nonummy ut quam id penatibus velit quam mi odio arcu odio.",1,270796,5294
96223,"Porta proin.",5,270797,23560
96224,"Ipsum vitae senectus curabitur facilisi tellus auctor pharetra fringilla nostra bibendum senectus nonummy.",5,270797,9251
96225,"Massa etiam sapien magna proin eleifend ipsum porttitor nisl scelerisque.",5,270802,23556
96226,"Augue vitae ullamcorper pharetra vivamus cubilia commodo arcu et platea.",2,270804,23555
96227,"Massa nulla lectus metus.",5,270805,23555
96228,"Donec vitae suspendisse amet eget metus magnis faucibus ipsum id.",5,270807,23553
96229,"Velit vitae nam penatibus.",5,270808,8784
96230,"Purus proin amet pulvinar semper litora sodales pede.",5,270809,23552
96231,"Lorem velit cursus diam curae vivamus inceptos.",5,270813,23548
96232,"Porta dolor.",5,270817,23545
96233,"Etiam risus felis.",5,270822,23544
96234,"Nulla velit eni enim dignissim praesent ve luctus urna quis habitant condimentum.",5,270824,23543
96235,"Neque purus.",5,270825,23542
96236,"Felis justo aliquet arcu ipsum penatibus.",3,270826,23542
96237,"Magna risus donec nascetur sed lacinia montes enim montes tempus non aenean feugiat ve.",5,270828,23540
96238,"Magna metus donec aenean adipiscing consectetuer vivamus nec nostra vehicula nibh dictum.",5,270828,3260
96239,"Etiam nulla eleifend est egestas lobortis nonummy laoreet pede erat vestibulum.",5,270836,23533
96240,"Proin velit placerat dui duis pede.",5,270837,23533
96241,"Justo ipsum quis nascetur.",5,270851,23523
96242,"Fames porta gravida duis vestibulum aenean nam ac dignissim.",4,270851,4706
96243,"Donec velit odio elit habitasse convallis nulla ac.",2,270854,23521
96244,"Donec fames.",2,270857,23520
96245,"Proin morbi.",4,270857,4332
96246,"Etiam curae.",5,270861,23519
96247,"Lorem etiam.",5,270862,23518
96248,"Fusce morbi pulvinar in sapien in tincidunt vitae cras quam nonummy ad natoque.",3,270864,23516
96249,"Morbi porta pretium.",5,270868,23514
96250,"Magna lorem diam primis aliquet sem in dictum tincidunt ut at sociis dolor non.",3,270873,23509
96251,"Netus donec mollis ut feugiat at accumsan urna duis sagittis parturient malesuada.",2,270880,23507
96252,"Ipsum fames quis turpis dui aenean leo aptent gravida rhoncus eros placerat.",5,270882,23506
96253,"Ipsum class hac quis dolor nullam.",1,270882,12
96254,"Magna fusce sit magnis a parturient.",5,270886,23504
96255,"Dolor porta pretium eros ve proin magna duis.",2,270888,23502
96256,"Etiam velit eleifend.",5,270891,23500
96257,"Augue proin lectus dapibus cursus dui tempor phasellus neque quam scelerisque posuere.",5,270892,23499
96258,"Metus justo eget hac tristique orci.",5,270893,23499
96259,"Etiam magna a orci lorem ligula condimentum morbi turpis risus.",5,270900,23495
96260,"Porta proin dictum neque.",5,270901,23495
96261,"Neque fames nascetur augue in.",1,270907,23491
96262,"Dolor massa.",5,270920,23480
96263,"Massa risus amet curae porttitor congue proin nibh rhoncus a nostra.",3,270925,4260
96264,"Nulla risus magnis gravida at nibh pharetra hac ad.",5,270929,761
96265,"Massa fusce proin ornare.",3,270932,23475
96266,"Velit lorem eni quam habitasse.",5,270934,23475
96267,"Justo metus.",5,270940,23472
96268,"Vitae neque.",5,270942,23471
96269,"Donec velit a cras neque.",5,270943,23471
96270,"Massa purus montes eget sociis taciti pede hendrerit habitasse quam rhoncus blandit varius.",5,270944,23470
96271,"Augue magna quam suscipit.",2,270950,23469
96272,"Lacus dolor.",5,270952,23468
96273,"Donec dolor aptent varius enim ad.",5,270952,12155
96274,"Curae etiam est quam orci nunc ad pede ullamcorper laoreet neque.",5,270954,23468
96275,"Justo dolor habitasse est pellentesque.",4,270956,23468
96276,"Curae fusce nullam montes.",4,270957,23468
96277,"Neque fames varius ut elit enim in lacus.",5,270962,23468
96278,"Nulla morbi suspendisse eni lectus in.",5,270966,23466
96279,"Morbi fames potenti habitasse vehicula aenean magnis elit consectetuer.",5,270968,23462
96280,"Class neque sit urna amet.",5,270968,9764
96281,"Ipsum fames eni lacus quisque amet id morbi.",5,270969,23461
96282,"Netus fusce elit sed mauris sem mattis mollis quam.",4,270973,23458
96283,"Fusce vitae fames sit amet magnis potenti mi.",5,270976,23455
96284,"Dolor purus porta condimentum sociosqu class.",5,270976,6765
96285,"Morbi nulla nostra sollicitudin.",5,270984,23448
96286,"Dolor metus molestie sit metus pretium elit.",5,270984,2107
96287,"Purus lacus turpis velit magnis faucibus lacinia.",5,270991,23442
96288,"Massa porta orci vivamus porta est nunc.",4,270992,23441
96289,"Risus purus.",5,270995,23441
96290,"Fusce class aliquam.",1,270995,7241
96291,"Proin etiam semper donec pretium penatibus ac cursus sed ultrices.",5,271001,23440
96292,"Velit felis posuere sit.",3,271002,23439
96293,"Risus felis ante facilisis sapien quam ad sollicitudin nullam donec.",5,271002,11873
96294,"Neque nulla aliquet est eu class.",5,271007,23435
96295,"Velit purus.",5,271008,23435
96296,"Nulla netus dictum metus sapien proin fermentum lorem a erat lacus aenean congue vulputate iaculis.",4,271012,23432
96297,"Massa neque elit class luctus turpis metus parturient ullamcorper.",5,271015,23430
96298,"Magna etiam ultrices fusce nulla lorem fusce nec nunc neque ridiculus gravida consectetuer.",4,271016,23429
96299,"Curae massa.",5,271017,23428
96300,"Purus lorem cum augue dui sed natoque in nec lorem.",5,271018,23427
96301,"Vitae nulla nunc suscipit quisque habitant quis euismod facilisis volutpat et cum ullamcorper cubilia mus.",5,271019,23426
96302,"Metus velit augue placerat.",1,271025,23423
96303,"Fusce netus aenean in platea laoreet in.",2,271031,23417
96304,"Ipsum fusce dui tellus lobortis.",5,271032,23417
96305,"Metus dolor.",1,271032,12154
96306,"Netus lorem conubia enim neque platea.",5,271039,23411
96307,"Lacus class eleifend elementum enim vivamus ac odio in nisi platea ve.",5,271041,23409
96308,"Velit fusce tortor aenean commodo ac fusce hendrerit cras integer nulla in rutrum tristique maecenas.",4,271045,23408
96309,"Felis fames.",2,271049,6051
96310,"Curae fames turpis cubilia id bibendum.",5,271053,23404
96311,"Porta ipsum integer arcu nisl ad.",5,271055,23403
96312,"Dolor magna congue mattis sed parturient libero nec.",5,271060,23401
96313,"Justo class.",5,271061,5536
96314,"Massa ipsum quam.",5,271065,23397
96315,"Metus vitae massa leo ante lacus pulvinar arcu.",5,271067,23396
96316,"Donec ipsum semper montes duis ante malesuada nascetur lorem a mauris tincidunt imperdiet.",1,271069,23395
96317,"Porta massa blandit integer.",5,271071,23394
96318,"Purus augue quam hymenaeos malesuada.",5,271077,23389
96319,"Fusce justo aliquam nunc nec amet parturient.",3,271077,2765
96320,"Etiam neque elit ad ante nec nunc pellentesque.",5,271079,23389
96321,"Neque curae dui porta penatibus eleifend platea.",3,271088,23382
96322,"Purus dolor molestie nulla euismod tincidunt eleifend.",5,271088,2229
96323,"Fusce curae morbi varius facilisis natoque justo enim eni convallis dui neque.",2,271089,23381
96324,"Lorem nulla dolor ornare quis.",5,271093,23381
96325,"Nulla class viverra cum vehicula a sollicitudin duis netus.",5,271098,23379
96326,"Fames purus vel.",5,271106,23374
96327,"Fames lacus libero proin ipsum condimentum.",5,271110,23372
96328,"Felis purus aliquet sodales duis cras.",5,271113,23368
96329,"Lorem dolor vulputate sed pede bibendum eni laoreet.",5,271115,1486
96330,"Class etiam.",5,271117,23364
96331,"Netus purus.",5,271118,23363
96332,"Felis fusce.",5,271118,11879
96333,"Morbi felis.",5,271121,23361
96334,"Magna velit fusce aenean netus ad.",5,271121,875
96335,"Augue donec per phasellus nullam orci elit.",1,271122,23361
96336,"Curae felis sodales dis auctor lectus nam aliquam facilisi duis elit sapien in.",4,271122,8643
96337,"Class risus cursus tempus dui vel per in.",4,271123,23360
96338,"Lorem class sagittis lorem sapien orci mollis mi eros.",3,271123,183
96339,"Fames augue.",5,271124,23359
96340,"Lacus class turpis risus adipiscing.",5,271129,23356
96341,"Fusce curae tellus.",3,271132,23355
96342,"Neque magna hymenaeos adipiscing eget turpis.",5,271136,23352
96343,"Lorem felis class netus facilisi augue fermentum suspendisse.",3,271142,23345
96344,"Ipsum risus.",5,271143,23344
96345,"Proin magna velit euismod ac auctor.",5,271144,23344
96346,"Nulla augue dolor mus eget.",5,271147,23344
96347,"Nulla porta vitae neque malesuada vulputate fusce non venenatis tellus dictum.",5,271147,8777
96348,"Donec porta ullamcorper per quam eros eget habitasse sed.",5,271149,23342
96349,"Massa fusce mattis massa amet suspendisse sit enim euismod posuere facilisi sapien.",5,271151,23341
96350,"Justo fusce donec accumsan arcu ad.",5,271155,23338
96351,"Felis ipsum enim taciti penatibus lacinia primis vitae non proin.",5,271162,23334
96352,"Velit porta condimentum id primis diam primis vel.",5,271163,23334
96353,"Donec vitae montes accumsan est eu aenean.",5,271164,23334
96354,"Magna massa litora donec est massa commodo leo sociosqu fringilla quam tincidunt.",3,271165,23332
96355,"Porta lacus molestie elementum montes vestibulum purus amet scelerisque.",5,271170,23329
96356,"Vitae dolor accumsan porta at netus orci erat sem.",4,271171,8680
96357,"Magna velit platea vitae at auctor eu quisque pede duis fermentum lacus mi.",5,271180,23326
96358,"Porta lacus sodales.",5,271188,23323
96359,"Fames donec egestas enim odio arcu fames pede convallis cursus accumsan adipiscing rutrum ut mi.",5,271188,7804
96360,"Neque metus.",5,271196,23317
96361,"Etiam class montes pretium eget consectetuer pulvinar fusce.",5,271202,23314
96362,"Etiam velit dui est aliquam a primis enim iaculis.",5,271208,23311
96363,"Proin morbi.",2,271208,11128
96364,"Dolor etiam lacus pharetra netus.",1,271218,23302
96365,"Neque curae orci non odio ad fusce non tellus ultrices accumsan auctor feugiat.",2,271221,23299
96366,"Nulla purus molestie etiam.",5,271226,23295
96367,"Massa nulla scelerisque.",5,271229,23294
96368,"Felis magna.",2,271229,5397
96369,"Vitae dolor magnis taciti malesuada ultrices nullam lobortis inceptos fusce.",5,271233,23291
96370,"Nulla magna platea.",4,271234,23291
96371,"Fames velit cras dis a semper orci nostra est conubia.",2,271234,428
96372,"Fusce nulla vehicula eu nullam quisque.",5,271235,23291
96373,"Neque felis facilisi et sapien molestie vestibulum hymenaeos.",5,271237,23290
96374,"Neque donec nec ornare faucibus augue tortor massa turpis fames vestibulum integer odio.",5,271239,23288
96375,"Etiam neque pulvinar velit curabitur.",5,271240,23288
96376,"Nulla netus cubilia sociosqu ornare libero.",5,271240,7578
96377,"Etiam porta ligula duis urna donec lectus risus sapien praesent elementum felis a semper donec.",5,271245,23286
96378,"Lacus magna luctus primis phasellus vestibulum.",5,271248,23284
96379,"Neque class.",5,271256,23278
96380,"Neque dolor.",5,271260,23276
96381,"Risus justo cras mollis aliquet turpis sed tempor.",5,271262,23275
96382,"Neque morbi.",4,271264,23273
96383,"Dolor proin.",5,271268,23272
96384,"Ipsum velit donec nec odio interdum eni purus auctor velit.",5,271268,128
96385,"Risus lacus metus orci sed orci feugiat ut mus.",5,271269,23271
96386,"Magna massa class neque odio cum.",5,271269,4218
96387,"Vitae etiam.",5,271275,12319
96388,"Ipsum magna a cubilia cursus per euismod.",5,271276,23268
96389,"Massa fames.",5,271285,23265
96390,"Morbi vitae vulputate sem metus mus dolor vestibulum.",5,271286,23264
96391,"Purus metus eget lobortis in scelerisque nisi elit.",5,271288,23263
96392,"Felis neque suscipit purus nam diam nascetur suspendisse cum dictum.",5,271291,23263
96393,"Risus donec netus vitae aenean auctor.",5,271293,23262
96394,"Justo massa sapien justo parturient sodales.",5,271300,23258
96395,"Neque curae.",5,271303,23257
96396,"Velit netus.",5,271309,23256
96397,"Metus nulla maecenas fusce pellentesque sagittis morbi aptent vitae sed vestibulum felis duis.",5,271310,80
96398,"Neque morbi placerat ac.",5,271314,23252
96399,"Risus fusce purus potenti tellus.",5,271317,23250
96400,"Proin justo netus neque.",5,271317,10422
96401,"Dolor lacus.",5,271318,23250
96402,"Netus magna curabitur velit habitant parturient penatibus condimentum imperdiet diam dui tempor.",5,271319,23249
96403,"Etiam donec quis pretium semper hendrerit ad fermentum.",5,271322,23247
96404,"Netus donec sociis adipiscing vitae eget.",5,271327,23243
96405,"Porta fames semper platea purus nunc dolor vitae nostra natoque gravida aliquam auctor at leo varius.",5,271333,23239
96406,"Nulla morbi.",5,271335,23238
96407,"Curae purus cum duis elit quisque elit id proin.",5,271335,991
96408,"Lorem neque quis posuere mi nisi fusce euismod commodo tincidunt mollis nunc tincidunt volutpat nulla.",5,271340,23234
96409,"Curae morbi diam senectus iaculis sodales.",5,271342,23234
96410,"Purus velit enim tincidunt faucibus amet varius.",5,271342,8539
96411,"Porta justo.",5,271347,23231
96412,"Vitae fusce lorem sit.",5,271348,23230
96413,"Risus morbi litora hendrerit augue.",5,271350,23228
96414,"Felis lorem montes odio vivamus sodales litora ornare feugiat lacinia curabitur est.",5,271352,23227
96415,"Vitae augue platea varius.",5,271353,23224
96416,"Fusce justo varius congue.",5,271353,1778
96417,"Donec neque risus fames luctus imperdiet pulvinar tellus habitant justo.",2,271358,23220
96418,"Donec class risus nisl.",4,271360,23220
96419,"Neque vitae pretium ante in sem.",1,271360,10802
96420,"Fames proin fames nonummy hac senectus porttitor tempus maecenas.",2,271361,23219
96421,"Velit vitae purus nec turpis fusce interdum eu.",2,271362,23218
96422,"Fusce neque sed.",5,271363,23218
96423,"Purus lacus.",1,271364,23217
96424,"Class massa nullam urna enim fames laoreet cubilia commodo cursus dis.",5,271366,23216
96425,"Fames etiam scelerisque hac elit id duis cum.",5,271371,23213
96426,"Netus neque auctor adipiscing.",1,271373,23213
96427,"Fames lacus nascetur leo.",5,271377,23211
96428,"Fusce etiam sit orci netus condimentum in aptent eu donec eu ut ve urna taciti.",5,271381,23208
96429,"Netus nulla torquent hac sodales quis nisi venenatis.",5,271382,23208
96430,"Metus velit nec semper cubilia imperdiet litora a nascetur eros non ad rhoncus arcu.",5,271394,23200
96431,"Vitae ipsum dis eni hac ut class convallis vehicula donec.",5,271396,23198
96432,"Ipsum augue nulla torquent massa per massa leo enim.",1,271396,7183
96433,"Felis ipsum.",5,271402,23195
96434,"Dolor nulla rutrum ve risus semper condimentum massa convallis.",5,271403,23194
96435,"Justo velit.",5,271411,23185
96436,"Proin nulla netus maecenas etiam est tempor posuere rutrum ante mi nascetur.",3,271412,23184
96437,"Netus augue aliquet lacinia montes.",5,271416,23183
96438,"Class porta metus senectus magna pede non est ve dolor luctus lectus vivamus pede fames.",5,271426,23176
96439,"Porta purus rhoncus ligula elit ante adipiscing.",1,271431,23171
96440,"Vitae augue enim tincidunt vehicula mattis montes dolor nonummy ligula.",5,271431,2297
96441,"Risus purus.",5,271437,7428
96442,"Massa nulla.",5,271438,23168
96443,"Proin ipsum molestie velit donec.",5,271438,1595
96444,"Nulla porta.",4,271442,23166
96445,"Massa donec sagittis class sodales quis lacus.",5,271447,8131
96446,"Lacus augue varius ullamcorper netus fringilla vestibulum eni justo posuere.",5,271450,23159
96447,"Purus velit a aliquet sapien arcu nostra ac volutpat nisl sed mauris.",5,271455,23153
96448,"Felis netus.",5,271461,23150
96449,"Donec class magna lacus leo amet hymenaeos ligula.",5,271468,9965
96450,"Class risus magna semper cras euismod sed vehicula a pellentesque pede justo nisl tempus.",5,271469,23145
96451,"Fames class cubilia mattis rutrum augue parturient.",2,271474,23141
96452,"Donec magna ullamcorper.",5,271479,23137
96453,"Massa augue porta sagittis cras eni ipsum orci arcu.",4,271480,23137
96454,"Proin dolor vel vivamus arcu et maecenas integer.",5,271480,12581
96455,"Etiam donec commodo litora class duis.",1,271488,23134
96456,"Massa proin vitae diam.",5,271492,23132
96457,"Proin morbi laoreet magna nec amet facilisis et curabitur.",5,271492,2196
96458,"Massa dolor libero malesuada ad hendrerit suspendisse nec ve facilisi dictumst primis.",5,271493,23131
96459,"Nulla vitae sit proin.",2,271495,23129
96460,"Augue risus massa porta.",5,271496,23128
96461,"Magna etiam eros luctus eu iaculis eu at in sapien commodo mattis.",5,271500,23125
96462,"Risus nulla laoreet commodo nibh orci montes fringilla egestas felis mi a taciti cras laoreet quam a.",1,271500,5567
96463,"Lorem morbi cursus ut nascetur.",5,271501,2345
96464,"Purus porta.",5,271505,23121
96465,"Massa vitae mauris condimentum felis phasellus sed orci eu massa.",5,271510,23118
96466,"Etiam ipsum enim cubilia.",4,271512,23117
96467,"Fames magna sed sociis curae.",5,271513,23117
96468,"Velit donec aptent.",3,271513,8425
96469,"Dolor justo odio per.",5,271514,23116
96470,"Fusce velit netus eget eleifend eni in facilisi dis.",5,271514,11539
96471,"Donec fames felis scelerisque et libero habitant ullamcorper nam ante nascetur proin.",5,271523,23108
96472,"Neque netus posuere quam vehicula suspendisse accumsan donec iaculis.",5,271525,23107
96473,"Risus massa felis est facilisis laoreet elit pede.",5,271526,23104
96474,"Proin porta dictum venenatis curae et dolor ad taciti.",4,271529,23101
96475,"Morbi lacus leo mauris enim.",2,271542,23093
96476,"Justo lacus diam.",1,271542,10301
96477,"Felis purus lorem inceptos eni massa parturient volutpat.",5,271552,23090
96478,"Massa nulla a gravida et.",5,271553,23088
96479,"Ipsum felis tempus luctus porta parturient eros etiam.",5,271556,23087
96480,"Neque netus scelerisque sed turpis ut tortor.",5,271557,23086
96481,"Curae justo.",5,271559,23083
96482,"Dolor etiam sem orci sem id netus dolor taciti nulla egestas tempor.",5,271577,23069
96483,"Magna felis.",5,271583,23064
96484,"Curae felis magna nullam metus senectus purus a viverra turpis lorem.",5,271584,23063
96485,"Risus nulla justo tellus cursus risus euismod sit.",5,271584,3970
96486,"Netus donec est nisl non tellus nostra lacus quisque blandit vivamus fames et quis ut nam.",1,271586,23062
96487,"Metus magna nostra donec curae morbi vel quam sodales dui vestibulum litora donec.",3,271586,11551
96488,"Donec massa vel eros ac consectetuer cursus varius habitant feugiat venenatis ad.",5,271588,23061
96489,"Etiam justo.",5,271588,4830
96490,"Purus fusce.",5,271592,23058
96491,"Risus netus aptent velit tristique.",5,271599,23053
96492,"Fames dolor suspendisse habitant amet aptent ve augue sollicitudin facilisis aptent.",5,271600,23053
96493,"Ipsum metus.",5,271605,23049
96494,"Donec netus suspendisse vehicula justo a nisl adipiscing arcu porta vulputate.",3,271606,23049
96495,"Class neque diam dis nisi.",5,271608,23047
96496,"Proin netus lectus sem adipiscing curabitur nisl malesuada per morbi rutrum orci.",5,271614,23043
96497,"Lacus metus semper ridiculus.",5,271616,23042
96498,"Nulla lorem leo nam ut.",5,271617,23042
96499,"Etiam curae platea.",5,271619,23039
96500,"Augue felis sagittis vel mi a elit adipiscing dui parturient eu.",5,271619,1896
96501,"Curae proin nec.",5,271620,23038
96502,"Morbi class cursus risus.",2,271622,23037
96503,"Augue proin.",5,271623,23034
96504,"Vitae netus egestas dis sociis interdum adipiscing.",4,271625,23030
96505,"Donec porta ornare nulla taciti luctus elit.",5,271638,23024
96506,"Justo netus eros dignissim primis lobortis ante rhoncus convallis odio.",3,271638,5886
96507,"Fusce curae nisi a augue aliquam nec ve ante.",5,271647,23018
96508,"Justo porta sapien vulputate class.",5,271650,23016
96509,"Etiam netus bibendum adipiscing sapien mi volutpat posuere aliquam.",5,271652,23015
96510,"Risus vitae nostra nonummy eu nostra habitant commodo aliquam mauris.",5,271656,23012
96511,"Metus magna sem.",5,271657,23012
96512,"Curae felis torquent penatibus quis per mattis sit.",5,271658,23010
96513,"Nulla massa egestas turpis tempus sem odio orci feugiat.",5,271658,9151
96514,"Lorem donec vitae dictum ad in auctor mi sem scelerisque.",2,271662,23006
96515,"Porta morbi a pede parturient penatibus nisl mus porta feugiat velit.",5,271666,23006
96516,"Vitae fusce eleifend lorem nisl sapien etiam vestibulum praesent.",3,271668,23006
96517,"Fusce justo.",5,271677,23000
96518,"Fusce netus feugiat ve lectus quisque ac justo congue turpis nisi luctus mi enim suspendisse.",5,271680,23000
96519,"Fames augue aliquet metus urna augue at nullam non nibh.",5,271681,22999
96520,"Neque ipsum mattis turpis convallis dui orci mattis nonummy posuere lacus.",5,271686,22992
96521,"Fames lacus condimentum id libero consequat metus velit etiam.",5,271691,22990
96522,"Felis justo torquent pede montes ad montes at auctor libero placerat per velit hac.",5,271692,22988
96523,"Lacus netus diam mus pulvinar a interdum nec in.",5,271704,22976
96524,"Netus massa.",5,271708,22972
96525,"Vitae morbi.",3,271709,22972
96526,"Augue purus interdum dolor.",4,271711,22971
96527,"Vitae donec est enim ultricies dictumst ve netus.",2,271711,4489
96528,"Proin curae proin mattis quam scelerisque eni elit eget ipsum quisque litora.",5,271714,22970
96529,"Augue proin nec tincidunt cum habitant elementum fames.",5,271715,22969
96530,"Magna nulla donec arcu imperdiet sollicitudin parturient.",5,271718,22968
96531,"Class netus cubilia aptent sit semper vivamus cubilia nascetur.",5,271721,22968
96532,"Curae nulla lectus nam ve.",5,271722,22967
96533,"Justo porta interdum arcu diam aenean.",4,271722,6557
96534,"Vitae netus nonummy feugiat quis nunc.",4,271726,22964
96535,"Morbi metus magnis ve tortor a vestibulum vel parturient imperdiet suspendisse.",2,271727,12072
96536,"Nulla lacus eni cursus platea.",5,271730,22962
96537,"Etiam felis habitant vel justo porttitor ultrices ut augue mauris ad ultrices habitant primis quam elit.",5,271732,22962
96538,"Porta dolor.",5,271735,22960
96539,"Fames nulla lacinia quis praesent hendrerit molestie nibh fermentum.",5,271737,22958
96540,"Morbi magna leo urna mi arcu nascetur et condimentum ad sapien urna ve urna.",3,271738,22957
96541,"Augue risus elit metus at porta suspendisse sit ut nostra.",2,271743,22955
96542,"Felis curae lectus suspendisse felis libero adipiscing consectetuer.",5,271743,6359
96543,"Nulla curae diam duis nisi.",2,271756,22951
96544,"Neque justo gravida tempus leo elit dis porta.",5,271758,22950
96545,"Lacus fusce rhoncus convallis quam quisque duis vehicula in congue per.",5,271760,22947
96546,"Velit curae proin vehicula erat mollis bibendum parturient rutrum.",5,271761,22946
96547,"Massa morbi.",5,271767,22943
96548,"Nulla donec aliquam erat diam vivamus ipsum eu hac.",2,271769,22941
96549,"Augue fames integer aenean turpis dolor.",4,271769,6324
96550,"Fames netus dignissim netus phasellus.",5,271775,22935
96551,"Lacus lorem tellus luctus habitasse potenti.",5,271777,22931
96552,"Velit justo tellus vitae leo magna porttitor velit semper.",5,271781,22927
96553,"Morbi justo nullam felis vestibulum ante fermentum torquent tempor nunc.",5,271782,22927
96554,"Curae neque.",5,271792,22919
96555,"Neque nulla gravida mi quis et pellentesque ligula.",5,271796,22917
96556,"Curae nulla vel donec sem tempus euismod ve dis urna vestibulum luctus dictumst.",5,271806,22914
96557,"Lorem magna purus pretium pharetra nullam parturient dolor amet tristique nascetur lacus facilisis primis a quisque ac dis mattis.",5,271812,22913
96558,"Augue magna a natoque mi rutrum at proin mi hac amet.",5,271814,22913
96559,"Donec vitae inceptos adipiscing dapibus enim volutpat.",5,271816,22911
96560,"Justo class.",5,271817,22911
96561,"Magna netus nostra mi sodales ante nisl inceptos vestibulum tristique suspendisse metus.",5,271819,22909
96562,"Ipsum fusce rutrum sagittis.",4,271820,22909
96563,"Dolor vitae sociis.",4,271826,22905
96564,"Vitae augue tempus duis enim suscipit libero molestie adipiscing phasellus curae.",5,271829,22902
96565,"Porta nulla leo interdum euismod conubia varius cras suspendisse.",5,271834,22896
96566,"Lorem curae nunc eros orci lacus nisi a orci.",3,271835,22896
96567,"Metus augue ultrices.",5,271836,22895
96568,"Metus morbi.",3,271836,12271
96569,"Proin fusce a arcu lorem cubilia mus at nunc platea.",5,271838,22892
96570,"Vitae donec.",1,271838,1985
96571,"Ipsum risus placerat vitae platea.",4,271839,22892
96572,"Lorem curae a arcu parturient curabitur etiam dis.",5,271840,22892
96573,"Curae proin cum duis placerat porta id sem.",4,271843,22891
96574,"Justo velit mattis bibendum donec.",5,271845,22889
