
id,service_type,cancellation_policy,can_provide_oral_medication,can_provide_injected_medication,senior_dog_experience,special_needs_experience,takes_small_dogs,takes_medium_dogs,takes_large_dogs,takes_puppies,max_dogs,provider_id,fee,price,added
92260,dog-walking,flexible,1,0,1,0,1,1,1,0,5,8810,0.2,22,"2017-05-19 12:28:23.408753"
92261,boarding,moderate,1,0,1,0,1,0,1,1,4,8811,0.15,27,"2015-10-11 12:59:57.177558"
92262,day-care,flexible,1,0,1,0,0,1,1,1,4,8811,0.15,27,"2015-10-11 12:59:57.177558"
92263,boarding,strict,1,0,1,0,1,1,0,0,5,8812,0.15,30,"2015-12-06 01:36:47.445164"
92264,dog-walking,strict,1,0,1,0,1,1,0,1,3,8812,0.15,22,"2015-12-06 01:36:47.445164"
92265,boarding,strict,1,0,1,0,1,0,1,1,3,8813,0.15,37,"2015-10-09 00:03:22.750812"
92266,dog-walking,flexible,1,1,1,0,1,1,1,1,4,8813,0.15,22,"2015-10-09 00:03:22.750812"
92267,boarding,strict,1,0,1,0,1,1,0,1,5,8814,0.2,35,"2017-03-16 10:18:32.083945"
92268,dog-walking,moderate,1,0,1,0,1,1,1,1,2,8814,0.2,23,"2017-03-16 10:18:32.083945"
92269,boarding,moderate,1,0,1,0,1,1,1,1,4,8815,0.2,35,"2016-10-25 23:46:15.926800"
92270,dog-walking,flexible,1,0,1,0,1,1,1,0,5,8815,0.2,17,"2016-10-25 23:46:15.926800"
92271,dog-walking,flexible,1,0,1,0,1,1,0,1,4,8816,0.2,17,"2016-11-15 00:43:11.661956"
92272,day-care,moderate,1,0,0,0,1,1,0,1,1,8816,0.2,25,"2016-11-15 00:43:11.661956"
92273,boarding,flexible,1,0,0,1,0,1,1,0,5,8817,0.2,36,"2017-05-31 23:44:10.188124"
92274,day-care,strict,0,0,1,0,1,0,1,0,1,8817,0.2,31,"2017-05-31 23:44:10.188124"
92275,day-care,strict,1,0,1,1,1,1,0,1,3,8818,0.2,23,"2017-04-18 16:55:28.803772"
92276,boarding,moderate,1,0,1,0,1,1,1,1,3,8819,0.15,32,"2015-12-31 06:00:15.766106"
92277,day-care,moderate,1,0,1,0,1,1,1,1,3,8819,0.15,25,"2015-12-31 06:00:15.766106"
92278,boarding,flexible,1,0,1,1,1,1,1,1,3,8820,0.2,38,"2016-07-28 11:21:33.278400"
92279,day-care,flexible,1,0,1,1,1,1,1,1,6,8820,0.2,29,"2016-07-28 11:21:33.278400"
92280,day-care,strict,1,1,1,0,1,1,0,0,2,8821,0.2,25,"2016-10-08 04:17:17.435148"
92281,boarding,flexible,1,1,1,1,1,1,0,1,4,8822,0.2,34,"2017-04-02 07:05:47.496098"
92282,day-care,strict,1,0,1,0,1,0,1,1,5,8822,0.2,27,"2017-04-02 07:05:47.496098"
92283,boarding,moderate,1,0,1,1,1,1,1,0,3,8823,0.2,38,"2017-01-11 03:01:06.785117"
92284,boarding,flexible,1,1,1,0,1,1,0,1,4,8824,0.2,35,"2016-05-21 02:31:14.557139"
92285,boarding,strict,1,1,1,0,1,1,0,1,2,8825,0.2,36,"2016-07-07 18:55:23.063353"
92286,day-care,flexible,1,1,1,1,1,1,0,1,2,8825,0.2,25,"2016-07-07 18:55:23.063353"
92287,dog-walking,flexible,1,0,1,0,1,0,0,1,2,8826,0.2,22,"2017-05-08 05:53:41.636031"
92288,day-care,flexible,1,1,1,0,1,1,0,1,2,8826,0.2,24,"2017-05-08 05:53:41.636031"
92289,boarding,moderate,1,0,1,1,1,0,1,1,2,8827,0.2,32,"2017-03-07 05:19:11.826135"
92290,boarding,strict,1,0,1,0,1,1,1,1,5,8828,0.15,34,"2015-12-14 16:08:08.620003"
92291,dog-walking,flexible,1,0,1,0,1,1,1,1,2,8829,0.2,16,"2017-04-10 16:29:08.400005"
92292,dog-walking,moderate,1,0,1,0,1,1,0,0,6,8830,0.2,19,"2016-12-13 15:59:56.294760"
92293,day-care,strict,1,0,1,0,0,0,1,1,2,8830,0.2,25,"2016-12-13 15:59:56.294760"
92294,boarding,strict,1,0,1,0,1,1,1,1,1,8831,0.15,32,"2015-12-11 08:25:22.318185"
92295,dog-walking,strict,1,0,1,1,1,0,0,1,3,8831,0.15,17,"2015-12-11 08:25:22.318185"
92296,dog-walking,moderate,1,0,1,0,1,1,0,1,5,8832,0.2,25,"2017-01-21 04:24:42.899751"
92297,boarding,strict,1,1,1,1,1,1,0,0,2,8833,0.15,40,"2015-12-29 16:10:49.562056"
92298,day-care,flexible,1,0,1,0,1,0,1,0,4,8833,0.15,27,"2015-12-29 16:10:49.562056"
92299,boarding,strict,1,0,1,0,1,1,0,1,5,8834,0.2,38,"2016-08-02 21:38:23.312165"
92300,day-care,moderate,1,0,1,1,0,1,1,1,6,8834,0.2,25,"2016-08-02 21:38:23.312165"
92301,dog-walking,flexible,1,0,1,0,1,1,0,1,4,8835,0.15,25,"2016-02-19 10:34:22.006279"
92302,dog-walking,flexible,0,0,0,1,1,1,0,0,2,8836,0.2,20,"2017-01-10 20:24:48.400728"
92303,day-care,moderate,0,0,1,0,1,1,1,1,5,8837,0.2,26,"2016-07-17 17:31:40.870507"
92304,day-care,moderate,0,0,1,0,1,1,1,1,2,8838,0.2,26,"2016-10-06 19:27:32.973443"
92305,boarding,strict,1,1,1,0,1,0,0,1,1,8839,0.15,39,"2016-04-18 10:04:16.887159"
92306,day-care,strict,1,0,1,1,1,0,0,0,4,8839,0.15,28,"2016-04-18 10:04:16.887159"
92307,boarding,flexible,1,0,1,0,1,0,0,1,2,8840,0.15,39,"2016-03-29 10:20:38.780459"
92308,day-care,moderate,1,0,1,0,0,0,0,1,4,8840,0.15,28,"2016-03-29 10:20:38.780459"
92309,boarding,flexible,1,0,1,1,1,1,0,1,3,8841,0.2,33,"2016-07-31 07:17:10.804881"
92310,boarding,strict,1,0,1,1,1,1,1,1,3,8842,0.2,34,"2017-04-01 00:03:51.960231"
92311,dog-walking,strict,1,1,1,1,1,1,0,1,3,8842,0.2,27,"2017-04-01 00:03:51.960231"
92312,day-care,strict,1,0,1,0,1,0,0,1,4,8842,0.2,26,"2017-04-01 00:03:51.960231"
92313,dog-walking,flexible,1,0,1,0,1,1,1,1,2,8843,0.15,23,"2015-12-01 21:54:54.218010"
92314,boarding,moderate,0,0,1,0,1,1,0,1,5,8844,0.2,35,"2016-10-09 21:04:19.436251"
92315,dog-walking,moderate,1,0,0,0,1,1,0,1,5,8844,0.2,25,"2016-10-09 21:04:19.436251"
92316,day-care,moderate,1,1,1,1,1,0,1,1,2,8844,0.2,28,"2016-10-09 21:04:19.436251"
92317,dog-walking,moderate,1,1,1,0,1,1,1,1,3,8845,0.2,26,"2017-06-13 10:24:28.920297"
92318,boarding,flexible,1,0,1,0,1,1,0,1,4,8846,0.2,33,"2016-05-24 04:00:55.465032"
92319,dog-walking,flexible,1,0,0,0,0,1,1,1,1,8846,0.2,24,"2016-05-24 04:00:55.465032"
92320,dog-walking,flexible,1,0,1,1,1,1,0,1,6,8847,0.2,21,"2017-04-07 17:49:52.237377"
92321,day-care,strict,1,0,1,1,1,1,0,0,4,8847,0.2,30,"2017-04-07 17:49:52.237377"
92322,boarding,moderate,1,0,1,0,1,1,0,1,2,8848,0.2,37,"2017-03-20 04:12:07.748752"
92323,dog-walking,strict,0,1,1,0,1,1,1,0,5,8848,0.2,19,"2017-03-20 04:12:07.748752"
92324,day-care,strict,0,0,0,0,1,1,0,1,3,8849,0.2,30,"2017-06-09 10:14:42.318951"
92325,boarding,flexible,1,0,1,1,1,1,1,1,5,8850,0.2,41,"2017-05-31 23:59:00.552725"
92326,dog-walking,flexible,1,1,1,0,1,0,1,1,5,8850,0.2,19,"2017-05-31 23:59:00.552725"
92327,boarding,strict,1,1,1,0,1,0,0,1,3,8851,0.2,30,"2017-07-10 13:18:27.361438"
92328,day-care,moderate,1,0,1,0,1,1,1,1,3,8851,0.2,25,"2017-07-10 13:18:27.361438"
92329,dog-walking,strict,1,0,1,0,1,0,1,1,6,8852,0.2,20,"2016-12-21 22:41:32.667383"
92330,day-care,moderate,1,0,1,0,1,1,1,0,1,8853,0.2,25,"2016-05-25 20:48:27.809119"
92331,boarding,strict,1,0,1,1,1,0,1,1,4,8854,0.2,38,"2016-09-05 19:34:52.287653"
92332,dog-walking,moderate,1,0,1,0,1,1,1,0,5,8854,0.2,18,"2016-09-05 19:34:52.287653"
92333,day-care,flexible,1,1,1,0,1,0,0,1,4,8854,0.2,31,"2016-09-05 19:34:52.287653"
92334,boarding,strict,1,0,1,0,1,0,1,1,4,8855,0.15,32,"2016-03-22 22:51:56.198795"
92335,dog-walking,strict,0,0,1,0,1,1,0,1,3,8855,0.15,20,"2016-03-22 22:51:56.198795"
92336,day-care,strict,1,1,1,1,0,1,0,1,6,8855,0.15,30,"2016-03-22 22:51:56.198795"
92337,boarding,flexible,1,1,1,1,1,1,0,1,3,8856,0.15,39,"2015-10-08 03:11:05.658370"
92338,day-care,strict,1,1,1,1,1,1,1,1,5,8856,0.15,26,"2015-10-08 03:11:05.658370"
92339,boarding,moderate,0,0,1,0,1,1,0,0,5,8857,0.2,41,"2017-01-28 13:17:36.883915"
92340,day-care,moderate,1,0,1,0,1,1,1,1,6,8857,0.2,22,"2017-01-28 13:17:36.883915"
92341,boarding,strict,1,0,1,0,1,1,1,1,1,8858,0.2,38,"2016-09-23 23:42:46.360097"
92342,dog-walking,moderate,1,0,1,0,1,1,0,1,2,8858,0.2,26,"2016-09-23 23:42:46.360097"
92343,day-care,flexible,1,1,1,1,1,1,0,1,5,8858,0.2,30,"2016-09-23 23:42:46.360097"
92344,day-care,flexible,1,1,1,1,1,1,0,0,2,8859,0.2,28,"2017-04-03 17:20:49.723782"
92345,dog-walking,moderate,1,0,1,0,1,1,1,1,2,8860,0.2,20,"2016-10-21 16:56:17.541759"
92346,day-care,moderate,1,0,1,0,1,1,0,1,5,8860,0.2,32,"2016-10-21 16:56:17.541759"
92347,day-care,strict,1,0,1,1,1,1,0,1,2,8861,0.2,32,"2017-05-21 06:49:18.412452"
92348,boarding,flexible,1,0,1,0,1,1,1,1,4,8862,0.15,34,"2015-10-26 15:51:30.310300"
92349,day-care,strict,1,0,1,1,1,1,1,1,2,8862,0.15,29,"2015-10-26 15:51:30.310300"
92350,boarding,flexible,0,1,1,0,1,1,0,1,5,8863,0.2,38,"2017-02-07 03:58:01.905924"
92351,day-care,strict,1,0,1,0,1,1,1,1,3,8863,0.2,28,"2017-02-07 03:58:01.905924"
92352,boarding,flexible,1,0,1,0,1,0,0,1,1,8864,0.2,33,"2017-03-06 14:22:49.068648"
92353,dog-walking,moderate,0,0,0,1,1,1,0,1,2,8864,0.2,27,"2017-03-06 14:22:49.068648"
92354,day-care,moderate,1,0,0,1,1,1,1,1,2,8864,0.2,29,"2017-03-06 14:22:49.068648"
92355,dog-walking,moderate,1,1,1,0,1,1,1,1,3,8865,0.2,22,"2016-08-03 13:18:27.846364"
92356,day-care,strict,1,0,1,0,1,0,1,1,2,8866,0.2,25,"2017-06-16 13:08:44.925995"
92357,boarding,strict,1,0,1,0,1,0,1,0,5,8867,0.15,29,"2015-10-09 14:38:34.969650"
92358,dog-walking,strict,1,1,1,1,1,1,0,1,1,8867,0.15,20,"2015-10-09 14:38:34.969650"
92359,day-care,moderate,1,1,1,0,1,1,1,1,2,8867,0.15,22,"2015-10-09 14:38:34.969650"
92360,boarding,flexible,0,1,1,0,1,1,0,1,2,8868,0.2,34,"2016-06-18 09:37:58.167899"
92361,dog-walking,flexible,1,0,1,0,1,1,0,0,7,8868,0.2,24,"2016-06-18 09:37:58.167899"
92362,boarding,moderate,1,1,1,1,0,1,1,0,2,8869,0.2,42,"2017-03-26 19:51:54.478697"
92363,day-care,moderate,1,0,1,0,1,0,0,1,2,8869,0.2,26,"2017-03-26 19:51:54.478697"
92364,dog-walking,moderate,0,1,1,0,1,1,0,1,3,8870,0.2,23,"2016-07-06 03:03:25.230303"
92365,boarding,flexible,1,0,1,1,1,1,1,1,3,8871,0.2,40,"2016-07-23 11:05:34.247118"
92366,day-care,moderate,1,0,1,0,1,0,0,1,4,8871,0.2,27,"2016-07-23 11:05:34.247118"
92367,dog-walking,strict,1,1,1,1,1,1,0,1,4,8872,0.2,23,"2016-09-11 12:25:59.126893"
92368,day-care,strict,0,0,1,1,1,1,0,1,2,8873,0.2,30,"2017-06-21 14:53:18.202409"
92369,boarding,moderate,1,0,1,0,1,0,1,1,4,8874,0.2,35,"2016-11-26 17:43:08.315794"
92370,dog-walking,flexible,1,0,1,0,1,0,0,1,4,8874,0.2,23,"2016-11-26 17:43:08.315794"
92371,dog-walking,flexible,1,1,1,0,1,1,0,1,2,8875,0.2,22,"2017-04-21 07:43:39.176132"
92372,day-care,flexible,1,0,1,1,1,1,1,0,2,8876,0.15,27,"2016-03-21 12:51:46.906785"
92373,boarding,moderate,0,0,0,1,1,1,0,1,1,8877,0.2,34,"2016-12-04 16:40:14.411919"
92374,dog-walking,flexible,1,0,1,1,1,0,1,1,1,8877,0.2,21,"2016-12-04 16:40:14.411919"
92375,day-care,strict,1,1,1,0,1,1,0,1,4,8877,0.2,21,"2016-12-04 16:40:14.411919"
92376,boarding,flexible,1,1,1,1,1,1,0,1,6,8878,0.2,36,"2017-04-03 23:09:36.415786"
92377,dog-walking,moderate,0,0,1,0,1,0,1,1,1,8878,0.2,25,"2017-04-03 23:09:36.415786"
92378,dog-walking,moderate,1,1,1,0,1,1,1,1,5,8879,0.2,20,"2017-05-06 16:17:17.883198"
92379,day-care,strict,1,0,1,0,1,0,0,1,7,8879,0.2,27,"2017-05-06 16:17:17.883198"
92380,dog-walking,moderate,0,1,1,0,1,1,0,1,4,8880,0.2,25,"2017-05-19 14:32:00.292544"
92381,day-care,moderate,1,0,1,0,1,1,1,1,3,8880,0.2,29,"2017-05-19 14:32:00.292544"
92382,day-care,flexible,1,0,0,1,1,1,0,1,2,8881,0.2,29,"2016-12-26 21:37:22.328024"
92383,boarding,strict,1,0,1,0,1,1,0,1,2,8882,0.2,41,"2016-08-19 19:32:15.893311"
92384,dog-walking,strict,0,1,0,0,1,1,0,1,4,8882,0.2,23,"2016-08-19 19:32:15.893311"
92385,day-care,flexible,1,0,1,1,1,1,0,1,3,8882,0.2,26,"2016-08-19 19:32:15.893311"
92386,boarding,moderate,1,0,1,1,1,0,0,1,6,8883,0.2,35,"2016-05-09 03:33:26.344362"
92387,dog-walking,flexible,1,1,1,1,0,1,0,0,3,8883,0.2,16,"2016-05-09 03:33:26.344362"
92388,day-care,flexible,1,1,1,1,1,0,0,1,2,8884,0.2,31,"2016-08-03 14:15:24.890953"
92389,day-care,strict,1,0,1,1,1,0,0,1,5,8885,0.2,24,"2016-09-05 12:14:16.630610"
92390,boarding,flexible,1,0,1,1,1,1,0,1,3,8886,0.2,27,"2016-07-23 04:37:29.129042"
92391,dog-walking,moderate,0,0,1,1,1,0,0,1,1,8886,0.2,23,"2016-07-23 04:37:29.129042"
92392,dog-walking,moderate,1,0,0,1,1,1,0,1,4,8887,0.2,25,"2016-06-08 21:28:50.232727"
92393,boarding,moderate,1,0,1,0,1,1,0,1,6,8888,0.2,35,"2017-07-05 21:02:04.824119"
92394,dog-walking,strict,1,0,1,0,1,0,1,1,1,8888,0.2,21,"2017-07-05 21:02:04.824119"
92395,day-care,flexible,1,0,1,0,0,1,0,1,1,8888,0.2,25,"2017-07-05 21:02:04.824119"
92396,day-care,strict,1,0,1,1,1,1,1,1,2,8889,0.2,28,"2017-03-18 02:23:23.464754"
92397,boarding,flexible,1,0,1,0,1,1,1,1,1,8890,0.2,32,"2017-05-20 04:19:16.124011"
92398,boarding,moderate,1,0,0,0,1,1,0,1,4,8891,0.2,35,"2016-10-16 11:03:32.809955"
92399,dog-walking,flexible,1,1,1,0,1,1,1,1,5,8891,0.2,26,"2016-10-16 11:03:32.809955"
92400,boarding,moderate,1,0,1,1,1,1,1,0,5,8892,0.2,38,"2016-09-08 16:33:28.575576"
92401,dog-walking,flexible,1,0,1,0,1,1,0,0,3,8892,0.2,19,"2016-09-08 16:33:28.575576"
92402,day-care,moderate,1,0,1,1,1,1,1,1,2,8892,0.2,29,"2016-09-08 16:33:28.575576"
92403,dog-walking,flexible,1,1,0,0,1,1,0,1,4,8893,0.2,19,"2016-09-19 09:15:15.303633"
92404,boarding,moderate,1,0,1,1,1,0,1,0,3,8894,0.2,35,"2016-12-29 14:56:38.130330"
92405,dog-walking,flexible,1,0,1,0,0,1,1,0,2,8894,0.2,24,"2016-12-29 14:56:38.130330"
92406,day-care,moderate,0,0,1,0,1,0,1,1,2,8894,0.2,26,"2016-12-29 14:56:38.130330"
92407,boarding,moderate,1,0,1,1,1,0,0,0,5,8895,0.15,36,"2016-04-01 20:24:38.122621"
92408,dog-walking,moderate,1,0,1,0,1,0,1,1,3,8895,0.15,16,"2016-04-01 20:24:38.122621"
92409,day-care,strict,1,0,1,0,1,1,0,0,4,8895,0.15,31,"2016-04-01 20:24:38.122621"
92410,day-care,strict,1,0,0,0,1,0,1,0,5,8896,0.2,26,"2017-07-10 15:55:07.384269"
92411,boarding,moderate,1,0,0,0,1,1,1,1,3,8897,0.15,36,"2015-08-08 22:20:34.474642"
92412,dog-walking,strict,1,0,1,0,1,1,1,1,6,8897,0.15,25,"2015-08-08 22:20:34.474642"
92413,day-care,strict,0,0,1,0,1,1,1,0,4,8897,0.15,30,"2015-08-08 22:20:34.474642"
92414,dog-walking,moderate,1,0,1,0,1,1,1,1,3,8898,0.15,20,"2016-03-31 11:35:54.041548"
92415,day-care,flexible,1,0,1,0,1,1,1,1,5,8898,0.15,29,"2016-03-31 11:35:54.041548"
92416,boarding,flexible,1,0,1,0,1,1,1,1,2,8899,0.2,34,"2017-03-03 15:47:49.655438"
92417,dog-walking,flexible,1,0,1,0,1,0,1,1,8,8899,0.2,25,"2017-03-03 15:47:49.655438"
92418,boarding,flexible,1,0,1,0,1,1,0,1,8,8900,0.15,32,"2016-03-15 00:40:18.384268"
92419,dog-walking,flexible,1,0,0,0,1,1,1,0,5,8900,0.15,24,"2016-03-15 00:40:18.384268"
92420,day-care,flexible,1,0,1,1,1,1,1,0,3,8900,0.15,27,"2016-03-15 00:40:18.384268"
92421,boarding,flexible,0,1,1,0,1,1,0,1,2,8901,0.2,30,"2016-10-09 22:34:10.796180"
92422,dog-walking,flexible,1,1,1,0,1,1,1,1,4,8901,0.2,22,"2016-10-09 22:34:10.796180"
92423,boarding,moderate,1,1,1,1,1,1,0,0,4,8902,0.2,36,"2016-05-03 23:55:24.620569"
92424,dog-walking,moderate,0,0,1,0,1,0,0,1,4,8902,0.2,21,"2016-05-03 23:55:24.620569"
92425,dog-walking,flexible,0,1,1,1,0,1,0,1,3,8903,0.2,28,"2017-05-18 15:31:08.954185"
92426,day-care,flexible,1,0,1,0,1,1,0,0,3,8903,0.2,27,"2017-05-18 15:31:08.954185"
92427,dog-walking,moderate,1,0,1,0,1,1,1,0,5,8904,0.2,20,"2016-08-01 22:07:13.941946"
92428,boarding,strict,1,1,1,0,1,1,0,1,3,8905,0.2,29,"2017-07-07 08:37:25.549752"
92429,day-care,strict,1,1,1,0,1,1,1,0,2,8905,0.2,27,"2017-07-07 08:37:25.549752"
92430,boarding,moderate,1,1,1,0,1,0,1,0,2,8906,0.2,42,"2016-07-18 17:37:09.859580"
92431,dog-walking,strict,1,1,1,1,1,1,1,0,1,8907,0.2,21,"2016-12-15 16:06:11.300627"
92432,day-care,strict,1,0,1,0,1,1,0,1,4,8907,0.2,29,"2016-12-15 16:06:11.300627"
92433,boarding,moderate,1,0,1,1,1,1,0,1,1,8908,0.2,30,"2017-02-06 16:46:15.097508"
92434,boarding,moderate,1,0,1,0,1,1,1,0,5,8909,0.15,38,"2016-04-17 20:29:08.181384"
92435,dog-walking,strict,1,0,1,0,1,1,0,1,3,8909,0.15,22,"2016-04-17 20:29:08.181384"
92436,boarding,moderate,1,0,1,0,1,1,1,1,3,8910,0.15,40,"2015-10-05 00:26:29.313917"
92437,day-care,strict,1,0,1,1,1,1,0,1,2,8911,0.2,26,"2016-09-17 22:08:29.325525"
92438,dog-walking,flexible,1,0,1,1,1,0,0,0,2,8912,0.2,16,"2016-09-08 09:08:18.514946"
92439,day-care,moderate,1,1,1,1,1,1,0,1,2,8912,0.2,26,"2016-09-08 09:08:18.514946"
92440,dog-walking,flexible,1,0,1,0,1,0,1,1,3,8913,0.15,21,"2016-02-14 22:54:07.846164"
92441,day-care,flexible,0,0,1,0,1,1,0,1,5,8913,0.15,31,"2016-02-14 22:54:07.846164"
92442,boarding,strict,1,1,1,0,1,0,0,1,3,8914,0.2,38,"2017-05-01 16:31:05.470863"
92443,day-care,strict,1,0,1,0,1,1,0,1,3,8914,0.2,23,"2017-05-01 16:31:05.470863"
92444,day-care,flexible,1,0,1,1,1,1,1,1,4,8915,0.2,24,"2017-05-20 07:30:01.226620"
92445,dog-walking,flexible,1,1,1,0,1,0,0,1,2,8916,0.2,22,"2017-05-28 14:09:15.930860"
92446,day-care,moderate,1,0,1,1,1,1,1,1,4,8916,0.2,24,"2017-05-28 14:09:15.930860"
92447,boarding,strict,1,0,1,1,1,1,1,0,4,8917,0.2,32,"2016-11-14 15:52:06.304958"
92448,boarding,flexible,1,1,1,0,1,1,1,0,5,8918,0.2,32,"2016-10-10 22:43:39.429370"
92449,day-care,moderate,1,0,1,1,0,1,1,1,3,8918,0.2,22,"2016-10-10 22:43:39.429370"
92450,boarding,moderate,1,0,0,0,1,1,0,0,2,8919,0.2,34,"2016-12-15 14:37:09.695254"
92451,dog-walking,strict,1,0,1,1,1,1,1,1,3,8919,0.2,22,"2016-12-15 14:37:09.695254"
92452,day-care,moderate,1,0,1,1,1,1,0,1,2,8919,0.2,27,"2016-12-15 14:37:09.695254"
92453,dog-walking,strict,0,0,1,0,1,1,0,1,4,8920,0.2,23,"2016-10-06 00:23:28.851327"
92454,dog-walking,strict,1,0,1,1,1,1,0,1,3,8921,0.2,22,"2017-02-19 21:02:19.723226"
92455,day-care,flexible,1,0,1,1,1,1,1,0,4,8921,0.2,30,"2017-02-19 21:02:19.723226"
92456,boarding,strict,1,0,1,1,1,1,0,1,1,8922,0.2,31,"2017-05-25 07:32:43.556102"
92457,dog-walking,moderate,1,0,1,1,1,0,0,1,4,8922,0.2,22,"2017-05-25 07:32:43.556102"
92458,day-care,moderate,1,0,0,0,1,0,0,1,3,8922,0.2,28,"2017-05-25 07:32:43.556102"
92459,dog-walking,flexible,0,0,1,0,1,0,1,1,8,8923,0.2,18,"2017-06-11 08:00:47.362349"
92460,dog-walking,flexible,1,0,0,1,1,0,0,1,3,8924,0.15,24,"2015-12-14 12:32:19.860409"
92461,day-care,strict,1,0,1,1,1,1,1,0,6,8924,0.15,32,"2015-12-14 12:32:19.860409"
92462,boarding,moderate,1,0,1,0,1,1,0,0,3,8925,0.2,36,"2017-06-25 14:53:45.827440"
92463,dog-walking,moderate,1,0,1,0,1,1,0,0,1,8926,0.2,21,"2016-11-07 15:52:44.321437"
92464,boarding,moderate,1,0,1,0,1,1,0,1,4,8927,0.2,40,"2016-07-30 09:19:15.141257"
92465,day-care,strict,0,0,1,0,1,1,1,1,4,8927,0.2,23,"2016-07-30 09:19:15.141257"
92466,boarding,moderate,1,0,1,0,1,1,1,1,3,8928,0.2,31,"2017-03-17 06:37:51.210707"
92467,day-care,strict,1,1,1,0,1,1,0,1,4,8928,0.2,23,"2017-03-17 06:37:51.210707"
92468,boarding,strict,1,0,1,0,1,0,0,1,4,8929,0.2,40,"2017-05-27 06:00:05.984548"
92469,boarding,flexible,1,0,1,1,1,1,1,0,4,8930,0.2,37,"2017-06-19 19:18:28.553159"
92470,day-care,flexible,1,0,1,1,0,1,1,1,6,8930,0.2,25,"2017-06-19 19:18:28.553159"
92471,boarding,strict,0,0,1,0,1,1,1,1,6,8931,0.2,33,"2016-07-10 08:45:41.778838"
92472,day-care,flexible,0,0,1,1,1,1,0,0,2,8931,0.2,25,"2016-07-10 08:45:41.778838"
92473,dog-walking,strict,1,0,1,1,1,0,0,0,2,8932,0.2,16,"2016-11-26 04:09:56.308840"
92474,day-care,flexible,1,0,0,0,1,1,1,1,2,8932,0.2,28,"2016-11-26 04:09:56.308840"
92475,dog-walking,strict,1,0,0,0,1,1,1,1,2,8933,0.2,24,"2017-02-25 11:35:17.578302"
92476,day-care,strict,1,0,1,1,1,1,0,1,2,8933,0.2,27,"2017-02-25 11:35:17.578302"
92477,day-care,strict,1,0,1,0,1,1,0,1,6,8934,0.2,25,"2016-11-24 07:47:11.995612"
92478,boarding,flexible,1,0,1,0,0,1,0,1,3,8935,0.2,32,"2016-10-11 04:00:16.986151"
92479,dog-walking,moderate,1,0,0,0,1,1,0,1,3,8935,0.2,26,"2016-10-11 04:00:16.986151"
92480,boarding,strict,1,0,1,0,1,1,1,1,1,8936,0.2,39,"2016-08-06 10:10:47.063635"
92481,boarding,moderate,1,0,1,1,1,0,0,0,3,8937,0.2,30,"2016-09-25 11:59:53.642195"
92482,dog-walking,strict,1,1,0,1,1,1,1,1,3,8937,0.2,21,"2016-09-25 11:59:53.642195"
92483,day-care,strict,1,1,1,0,1,0,1,1,3,8937,0.2,29,"2016-09-25 11:59:53.642195"
92484,dog-walking,flexible,1,0,1,0,1,1,0,0,4,8938,0.2,22,"2017-01-10 08:29:39.634991"
92485,day-care,strict,1,0,1,1,0,0,1,1,5,8938,0.2,27,"2017-01-10 08:29:39.634991"
92486,boarding,flexible,1,0,1,0,1,0,0,0,3,8939,0.2,34,"2016-10-11 13:20:34.961460"
92487,boarding,strict,1,0,1,0,1,0,1,0,1,8940,0.2,32,"2017-05-24 23:55:25.962823"
92488,boarding,flexible,1,0,1,0,1,1,1,1,5,8941,0.2,34,"2016-07-06 11:12:16.428809"
92489,day-care,moderate,1,1,1,0,1,1,0,1,3,8942,0.2,24,"2017-04-07 20:49:16.494012"
92490,day-care,strict,1,0,1,0,1,1,1,0,4,8943,0.2,25,"2016-08-09 15:00:12.172054"
92491,boarding,strict,1,0,1,1,1,1,1,1,5,8944,0.2,33,"2016-09-04 05:54:10.830987"
92492,dog-walking,moderate,1,0,1,0,0,1,1,1,5,8944,0.2,18,"2016-09-04 05:54:10.830987"
92493,dog-walking,moderate,0,0,0,0,1,1,1,1,4,8945,0.2,23,"2017-05-12 09:58:28.552998"
92494,boarding,flexible,1,0,1,1,1,1,1,1,1,8946,0.2,32,"2017-05-29 08:44:15.443951"
92495,dog-walking,flexible,1,0,1,0,1,1,0,0,5,8946,0.2,21,"2017-05-29 08:44:15.443951"
92496,day-care,moderate,1,1,1,0,1,1,0,0,3,8946,0.2,29,"2017-05-29 08:44:15.443951"
92497,boarding,moderate,1,0,1,0,1,1,1,1,2,8947,0.15,34,"2015-12-14 04:15:54.961577"
92498,boarding,strict,0,0,1,0,1,1,0,0,2,8948,0.2,40,"2017-06-25 11:01:44.211744"
92499,dog-walking,strict,1,0,1,0,1,1,1,1,5,8948,0.2,23,"2017-06-25 11:01:44.211744"
92500,day-care,flexible,1,0,1,0,1,1,0,1,2,8948,0.2,27,"2017-06-25 11:01:44.211744"
92501,dog-walking,moderate,1,1,1,0,1,1,0,1,4,8949,0.2,23,"2017-05-22 19:25:58.781792"
92502,boarding,strict,1,0,1,1,1,1,1,1,4,8950,0.2,35,"2017-05-17 16:29:39.308840"
92503,boarding,flexible,1,0,1,1,0,1,1,1,3,8951,0.2,32,"2017-03-18 20:38:42.592280"
92504,day-care,flexible,1,0,1,1,1,1,1,1,3,8951,0.2,29,"2017-03-18 20:38:42.592280"
92505,day-care,flexible,1,0,1,1,1,1,1,0,4,8952,0.2,31,"2016-05-30 07:58:18.261739"
